year	lake	sites	habitat	size	sex	Microphallus
2000	Alexandrina	2ndfence	deep	5.1	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	3.6	male	0
2000	Alexandrina	2ndfence	deep	5.1	female	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	3.6	female	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	5.4	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	6	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	4.8	female	0
2000	Alexandrina	2ndfence	deep	5.4	female	0
2000	Alexandrina	2ndfence	deep	4.3	female	1
2000	Alexandrina	2ndfence	deep	5.4	female	0
2000	Alexandrina	2ndfence	deep	3.7	female	0
2000	Alexandrina	2ndfence	deep	4.6	female	0
2000	Alexandrina	2ndfence	deep	5.4	female	0
2000	Alexandrina	2ndfence	deep	4.5	female	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	5.4	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	3.9	female	0
2000	Alexandrina	2ndfence	deep	4.2	male	0
2000	Alexandrina	2ndfence	deep	4	female	0
2000	Alexandrina	2ndfence	deep	4.8	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	4.9	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	5.5	female	0
2000	Alexandrina	2ndfence	deep	4.7	female	0
2000	Alexandrina	2ndfence	deep	4.2	female	0
2000	Alexandrina	2ndfence	deep	3.2	female	0
2000	Alexandrina	2ndfence	deep	4.8	female	0
2000	Alexandrina	2ndfence	deep	4.8	female	0
2000	Alexandrina	2ndfence	deep	4.2	female	0
2000	Alexandrina	2ndfence	deep	3.5	female	0
2000	Alexandrina	2ndfence	deep	3.9	female	0
2000	Alexandrina	2ndfence	deep	3.8	female	0
2000	Alexandrina	2ndfence	deep	3.5	female	0
2000	Alexandrina	2ndfence	deep	3.4	female	0
2000	Alexandrina	2ndfence	deep	3	female	0
2000	Alexandrina	2ndfence	deep	4.1	male	0
2000	Alexandrina	2ndfence	deep	3.9	female	0
2000	Alexandrina	2ndfence	deep	3.8	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	4.8	female	0
2000	Alexandrina	2ndfence	deep	4.9	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	4	female	0
2000	Alexandrina	2ndfence	deep	4.8	male	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	4.6	female	0
2000	Alexandrina	2ndfence	deep	3.1	female	0
2000	Alexandrina	2ndfence	deep	4.6	female	0
2000	Alexandrina	2ndfence	deep	3.9	female	0
2000	Alexandrina	2ndfence	deep	5.2	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	5.5	female	0
2000	Alexandrina	2ndfence	deep	4.1	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	3.2	female	0
2000	Alexandrina	2ndfence	deep	5.4	female	0
2000	Alexandrina	2ndfence	deep	4.9	female	0
2000	Alexandrina	2ndfence	deep	5.1	female	0
2000	Alexandrina	2ndfence	deep	4.6	male	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	4.5	female	0
2000	Alexandrina	2ndfence	deep	4.9	female	0
2000	Alexandrina	2ndfence	deep	4.5	female	0
2000	Alexandrina	2ndfence	deep	4	female	0
2000	Alexandrina	2ndfence	deep	4.7	female	0
2000	Alexandrina	2ndfence	deep	4.6	female	0
2000	Alexandrina	2ndfence	deep	4.1	female	0
2000	Alexandrina	2ndfence	deep	4	female	0
2000	Alexandrina	2ndfence	deep	4.1	male	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	5.3	female	0
2000	Alexandrina	2ndfence	deep	4.9	female	0
2000	Alexandrina	2ndfence	deep	4.8	female	0
2000	Alexandrina	2ndfence	deep	4	female	0
2000	Alexandrina	2ndfence	deep	4.2	female	0
2000	Alexandrina	2ndfence	deep	4.2	female	0
2000	Alexandrina	2ndfence	deep	3.7	female	0
2000	Alexandrina	2ndfence	deep	5	female	0
2000	Alexandrina	2ndfence	deep	4.5	female	0
2000	Alexandrina	2ndfence	deep	4.1	female	0
2000	Alexandrina	2ndfence	deep	3.3	female	0
2000	Alexandrina	2ndfence	deep	3.6	female	0
2000	Alexandrina	2ndfence	deep	3.2	female	0
2000	Alexandrina	2ndfence	deep	3.1	female	0
2000	Alexandrina	2ndfence	deep	3.2	female	0
2000	Alexandrina	2ndfence	deep	3.8	female	0
2000	Alexandrina	2ndfence	deep	3.4	female	0
2000	Alexandrina	2ndfence	deep	3.9	male	0
2000	Alexandrina	2ndfence	deep	3.2	male	0
2000	Alexandrina	2ndfence	deep	4.2	female	0
2000	Alexandrina	camp	shallow	5.1	female	1
2000	Alexandrina	camp	shallow	5	female	0
2000	Alexandrina	camp	shallow	5.3	female	1
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4.6	female	1
2000	Alexandrina	camp	shallow	5.5	female	0
2000	Alexandrina	camp	shallow	5.1	female	0
2000	Alexandrina	camp	shallow	5.5	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	5.1	female	0
2000	Alexandrina	camp	shallow	4.4	female	0
2000	Alexandrina	camp	shallow	4.6	female	1
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4	female	0
2000	Alexandrina	camp	shallow	4.8	female	1
2000	Alexandrina	camp	shallow	5.3	female	1
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	3.6	female	0
2000	Alexandrina	camp	shallow	4	female	0
2000	Alexandrina	camp	shallow	4.8	female	1
2000	Alexandrina	camp	shallow	4.7	female	0
2000	Alexandrina	camp	shallow	4.5	female	1
2000	Alexandrina	camp	shallow	4.9	female	0
2000	Alexandrina	camp	shallow	5.7	female	0
2000	Alexandrina	camp	shallow	4.2	female	1
2000	Alexandrina	camp	shallow	5.1	female	0
2000	Alexandrina	camp	shallow	5.3	female	0
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4.5	female	0
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4.8	female	1
2000	Alexandrina	camp	shallow	4.9	female	1
2000	Alexandrina	camp	shallow	4.3	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4.1	female	1
2000	Alexandrina	camp	shallow	4.2	male	1
2000	Alexandrina	camp	shallow	4	female	0
2000	Alexandrina	camp	shallow	4.2	female	1
2000	Alexandrina	camp	shallow	4.1	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	3.7	female	0
2000	Alexandrina	camp	shallow	4.6	male	1
2000	Alexandrina	camp	shallow	3.7	female	0
2000	Alexandrina	camp	shallow	3.7	female	0
2000	Alexandrina	camp	shallow	3.1	female	0
2000	Alexandrina	camp	shallow	5	female	0
2000	Alexandrina	camp	shallow	5.1	female	0
2000	Alexandrina	camp	shallow	5.2	female	0
2000	Alexandrina	camp	shallow	4.8	female	0
2000	Alexandrina	camp	shallow	4.6	female	0
2000	Alexandrina	camp	shallow	3.6	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4.8	female	#REF!
2000	Alexandrina	camp	shallow	5.2	female	0
2000	Alexandrina	camp	shallow	4.5	female	0
2000	Alexandrina	camp	shallow	4.8	female	#REF!
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	3.5	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4.9	female	0
2000	Alexandrina	camp	shallow	4.5	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4.2	male	0
2000	Alexandrina	camp	shallow	4.1	female	0
2000	Alexandrina	camp	shallow	4.6	female	0
2000	Alexandrina	camp	shallow	5.1	female	0
2000	Alexandrina	camp	shallow	5	female	0
2000	Alexandrina	camp	shallow	4.5	female	0
2000	Alexandrina	camp	shallow	5	female	#REF!
2000	Alexandrina	camp	shallow	4.5	female	0
2000	Alexandrina	camp	shallow	4.6	female	#REF!
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4	female	0
2000	Alexandrina	camp	shallow	4.8	female	0
2000	Alexandrina	camp	shallow	5.1	female	0
2000	Alexandrina	camp	shallow	3.2	male	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	4.2	male	0
2000	Alexandrina	camp	shallow	5	female	#REF!
2000	Alexandrina	camp	shallow	4	female	0
2000	Alexandrina	camp	shallow	3.3	male	#REF!
2000	Alexandrina	camp	shallow	3.9	male	0
2000	Alexandrina	camp	shallow	4	female	0
2000	Alexandrina	camp	shallow	4.8	female	0
2000	Alexandrina	camp	shallow	4.6	female	0
2000	Alexandrina	camp	shallow	3.9	female	0
2000	Alexandrina	camp	shallow	4.2	female	0
2000	Alexandrina	camp	shallow	3.9	female	0
2000	Alexandrina	camp	shallow	3.8	female	0
2000	Alexandrina	camp	shallow	3	female	0
2000	Alexandrina	camp	shallow	3.8	female	0
2000	Alexandrina	camp	shallow	3.9	female	0
2000	Alexandrina	camp	shallow	3.5	female	0
2000	Alexandrina	camp	shallow	3	female	0
2000	Alexandrina	camp	shallow	3.1	female	0
2000	Alexandrina	camp	shallow	3	female	0
2000	Alexandrina	camp	shallow	3.3	female	0
2000	Alexandrina	camp	isoetes	3.5	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	4.5	female	0
2000	Alexandrina	camp	isoetes	4.5	female	0
2000	Alexandrina	camp	isoetes	5.1	female	0
2000	Alexandrina	camp	isoetes	4.3	male	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	5	female	0
2000	Alexandrina	camp	isoetes	3.6	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	4.9	female	0
2000	Alexandrina	camp	isoetes	3.1	female	0
2000	Alexandrina	camp	isoetes	4.3	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	4.7	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	5	female	0
2000	Alexandrina	camp	isoetes	4.2	female	0
2000	Alexandrina	camp	isoetes	4.7	female	0
2000	Alexandrina	camp	isoetes	4.3	female	0
2000	Alexandrina	camp	isoetes	3.6	female	0
2000	Alexandrina	camp	isoetes	4.1	female	0
2000	Alexandrina	camp	isoetes	5.3	female	0
2000	Alexandrina	camp	isoetes	5.3	female	0
2000	Alexandrina	camp	isoetes	4.9	female	0
2000	Alexandrina	camp	isoetes	3.6	female	1
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	4.2	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3.4	female	0
2000	Alexandrina	camp	isoetes	3.5	female	0
2000	Alexandrina	camp	isoetes	4.7	female	0
2000	Alexandrina	camp	isoetes	4	male	0
2000	Alexandrina	camp	isoetes	3.4	female	0
2000	Alexandrina	camp	isoetes	3.7	female	0
2000	Alexandrina	camp	isoetes	4.7	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	5.2	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	4.6	female	0
2000	Alexandrina	camp	isoetes	3.9	female	0
2000	Alexandrina	camp	isoetes	3.1	female	0
2000	Alexandrina	camp	isoetes	3.5	male	0
2000	Alexandrina	camp	isoetes	3.5	female	0
2000	Alexandrina	camp	isoetes	3.1	female	0
2000	Alexandrina	camp	isoetes	4.4	female	0
2000	Alexandrina	camp	isoetes	3.5	female	0
2000	Alexandrina	camp	isoetes	3.2	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	3.7	male	0
2000	Alexandrina	camp	isoetes	3.2	male	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	6.5	female	1
2000	Alexandrina	camp	isoetes	5.2	female	0
2000	Alexandrina	camp	isoetes	5	female	0
2000	Alexandrina	camp	isoetes	4.8	male	0
2000	Alexandrina	camp	isoetes	4.5	female	0
2000	Alexandrina	camp	isoetes	4.1	female	0
2000	Alexandrina	camp	isoetes	4.6	female	0
2000	Alexandrina	camp	isoetes	3.6	female	0
2000	Alexandrina	camp	isoetes	4.9	female	0
2000	Alexandrina	camp	isoetes	4.5	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	4.1	female	0
2000	Alexandrina	camp	isoetes	3.6	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	3.1	female	0
2000	Alexandrina	camp	isoetes	4.7	female	1
2000	Alexandrina	camp	isoetes	5	female	0
2000	Alexandrina	camp	isoetes	4.1	female	0
2000	Alexandrina	camp	isoetes	3.9	male	0
2000	Alexandrina	camp	isoetes	4.6	female	0
2000	Alexandrina	camp	isoetes	4.5	female	0
2000	Alexandrina	camp	isoetes	4.2	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	4.8	female	0
2000	Alexandrina	camp	isoetes	4.2	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3.9	female	0
2000	Alexandrina	camp	isoetes	3.6	male	0
2000	Alexandrina	camp	isoetes	3.8	female	1
2000	Alexandrina	camp	isoetes	3.6	male	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3.3	female	0
2000	Alexandrina	camp	isoetes	3.2	female	0
2000	Alexandrina	camp	isoetes	3.8	female	0
2000	Alexandrina	camp	isoetes	3.5	female	0
2000	Alexandrina	camp	isoetes	3.2	female	0
2000	Alexandrina	camp	isoetes	3.7	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	isoetes	3.1	female	0
2000	Alexandrina	camp	isoetes	3	female	0
2000	Alexandrina	camp	deep	5.4	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	4.7	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	4.1	male	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	4	male	0
2000	Alexandrina	camp	deep	4.3	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	5.2	female	0
2000	Alexandrina	camp	deep	3.2	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4.1	female	0
2000	Alexandrina	camp	deep	3.2	female	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4.6	female	0
2000	Alexandrina	camp	deep	4.9	female	0
2000	Alexandrina	camp	deep	3.2	female	0
2000	Alexandrina	camp	deep	4.1	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	3.7	female	0
2000	Alexandrina	camp	deep	3.7	female	0
2000	Alexandrina	camp	deep	3	female	0
2000	Alexandrina	camp	deep	3.1	female	0
2000	Alexandrina	camp	deep	3.1	female	0
2000	Alexandrina	camp	deep	3.5	male	0
2000	Alexandrina	camp	deep	3.5	female	0
2000	Alexandrina	camp	deep	3.2	female	0
2000	Alexandrina	camp	deep	4.2	female	0
2000	Alexandrina	camp	deep	5.2	female	0
2000	Alexandrina	camp	deep	3	female	0
2000	Alexandrina	camp	deep	5.2	female	0
2000	Alexandrina	camp	deep	5.8	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4.6	female	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	4.2	female	0
2000	Alexandrina	camp	deep	5.2	female	0
2000	Alexandrina	camp	deep	4.4	female	0
2000	Alexandrina	camp	deep	4.9	female	0
2000	Alexandrina	camp	deep	3.9	female	0
2000	Alexandrina	camp	deep	4.7	female	0
2000	Alexandrina	camp	deep	4.3	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	4.7	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4.1	female	0
2000	Alexandrina	camp	deep	4.4	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	3.6	female	0
2000	Alexandrina	camp	deep	3.2	female	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	3	female	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	3	female	0
2000	Alexandrina	camp	deep	3.4	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	5.5	female	0
2000	Alexandrina	camp	deep	4.5	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	5.5	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	4.7	female	0
2000	Alexandrina	camp	deep	3.5	female	0
2000	Alexandrina	camp	deep	3.5	female	0
2000	Alexandrina	camp	deep	3.8	female	0
2000	Alexandrina	camp	deep	4.7	female	0
2000	Alexandrina	camp	deep	3	female	0
2000	Alexandrina	camp	deep	3.3	female	0
2000	Alexandrina	camp	deep	3.1	female	0
2000	Alexandrina	camp	deep	3.9	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	5.2	female	0
2000	Alexandrina	camp	deep	5.5	female	0
2000	Alexandrina	camp	deep	5.9	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	5	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	3.9	male	0
2000	Alexandrina	camp	deep	5.1	female	0
2000	Alexandrina	camp	deep	4.2	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4	female	0
2000	Alexandrina	camp	deep	4	male	0
2000	Alexandrina	camp	deep	3.6	female	0
2000	Alexandrina	camp	deep	3.2	female	0
2000	Alexandrina	camp	deep	3	female	0
2000	Alexandrina	camp	deep	4.8	female	0
2000	Alexandrina	camp	deep	3.9	female	0
2000	Alexandrina	camp	deep	3.5	female	0
2000	Alexandrina	camp	deep	4.7	female	0
2000	Alexandrina	camp	deep	4.9	female	0
2000	Alexandrina	camp	deep	3.1	female	0
2000	Alexandrina	camp	deep	3.5	female	0
2000	Alexandrina	epoint	shallow	4.5	female	0
2000	Alexandrina	epoint	shallow	4	male	0
2000	Alexandrina	epoint	shallow	4	female	0
2000	Alexandrina	epoint	shallow	4.7	female	1
2000	Alexandrina	epoint	shallow	4.9	female	1
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	4.3	female	0
2000	Alexandrina	epoint	shallow	4.8	female	0
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	4.3	female	0
2000	Alexandrina	epoint	shallow	4.1	female	0
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	3.2	male	0
2000	Alexandrina	epoint	shallow	4.2	male	1
2000	Alexandrina	epoint	shallow	4.3	female	1
2000	Alexandrina	epoint	shallow	3.1	female	0
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	4.2	female	0
2000	Alexandrina	epoint	shallow	3.7	male	0
2000	Alexandrina	epoint	shallow	4.6	female	1
2000	Alexandrina	epoint	shallow	3.8	female	0
2000	Alexandrina	epoint	shallow	4.5	female	1
2000	Alexandrina	epoint	shallow	3.2	male	0
2000	Alexandrina	epoint	shallow	4.1	female	0
2000	Alexandrina	epoint	shallow	4.2	female	0
2000	Alexandrina	epoint	shallow	4.5	female	0
2000	Alexandrina	epoint	shallow	4.4	female	0
2000	Alexandrina	epoint	shallow	3.6	male	0
2000	Alexandrina	epoint	shallow	3.5	male	0
2000	Alexandrina	epoint	shallow	3.7	male	1
2000	Alexandrina	epoint	shallow	3.6	female	0
2000	Alexandrina	epoint	shallow	4.3	female	0
2000	Alexandrina	epoint	shallow	3.7	female	0
2000	Alexandrina	epoint	shallow	4	female	1
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	4.7	female	0
2000	Alexandrina	epoint	shallow	4.1	female	1
2000	Alexandrina	epoint	shallow	3.2	male	0
2000	Alexandrina	epoint	shallow	3.8	female	0
2000	Alexandrina	epoint	shallow	3.9	female	0
2000	Alexandrina	epoint	shallow	4.2	female	0
2000	Alexandrina	epoint	shallow	3	female	0
2000	Alexandrina	epoint	shallow	5	female	0
2000	Alexandrina	epoint	shallow	4.7	female	0
2000	Alexandrina	epoint	shallow	4.3	female	0
2000	Alexandrina	epoint	shallow	3.9	female	0
2000	Alexandrina	epoint	shallow	4	female	1
2000	Alexandrina	epoint	shallow	4.6	female	1
2000	Alexandrina	epoint	shallow	4	female	0
2000	Alexandrina	epoint	shallow	3.6	male	0
2000	Alexandrina	epoint	shallow	3.2	male	1
2000	Alexandrina	epoint	shallow	3.1	female	0
2000	Alexandrina	epoint	shallow	3.3	male	0
2000	Alexandrina	epoint	shallow	3	female	0
2000	Alexandrina	epoint	shallow	3.1	female	0
2000	Alexandrina	epoint	shallow	4.9	female	1
2000	Alexandrina	epoint	shallow	4	male	0
2000	Alexandrina	epoint	shallow	4.8	female	0
2000	Alexandrina	epoint	shallow	4.2	female	1
2000	Alexandrina	epoint	shallow	4.5	female	0
2000	Alexandrina	epoint	shallow	4.2	female	0
2000	Alexandrina	epoint	shallow	4.8	female	1
2000	Alexandrina	epoint	shallow	3.6	male	0
2000	Alexandrina	epoint	shallow	4	male	1
2000	Alexandrina	epoint	shallow	4.1	female	0
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	4.5	female	1
2000	Alexandrina	epoint	shallow	4.1	female	1
2000	Alexandrina	epoint	shallow	5	female	0
2000	Alexandrina	epoint	shallow	4.5	female	1
2000	Alexandrina	epoint	shallow	4.5	female	0
2000	Alexandrina	epoint	shallow	4.3	female	1
2000	Alexandrina	epoint	shallow	3.9	female	0
2000	Alexandrina	epoint	shallow	3.8	male	0
2000	Alexandrina	epoint	shallow	5.4	female	0
2000	Alexandrina	epoint	shallow	3.5	female	0
2000	Alexandrina	epoint	shallow	4.3	female	1
2000	Alexandrina	epoint	shallow	4.6	female	0
2000	Alexandrina	epoint	shallow	3.3	male	0
2000	Alexandrina	epoint	shallow	4.4	female	0
2000	Alexandrina	epoint	shallow	3.2	male	1
2000	Alexandrina	epoint	shallow	3.6	female	0
2000	Alexandrina	epoint	shallow	3.6	male	0
2000	Alexandrina	epoint	shallow	3.7	male	0
2000	Alexandrina	epoint	shallow	3.3	female	1
2000	Alexandrina	epoint	shallow	3.6	female	0
2000	Alexandrina	epoint	shallow	3.8	male	0
2000	Alexandrina	epoint	shallow	3.6	male	0
2000	Alexandrina	epoint	shallow	3	female	0
2000	Alexandrina	epoint	shallow	3.5	male	1
2000	Alexandrina	epoint	shallow	3	female	0
2000	Alexandrina	epoint	shallow	4.6	male	0
2000	Alexandrina	epoint	shallow	3.1	female	0
2000	Alexandrina	epoint	shallow	3.5	male	0
2000	Alexandrina	epoint	shallow	3.2	female	0
2000	Alexandrina	epoint	shallow	4.1	female	0
2000	Alexandrina	epoint	shallow	4.6	female	1
2000	Alexandrina	epoint	shallow	3.5	female	0
2000	Alexandrina	epoint	shallow	3.6	male	1
2000	Alexandrina	epoint	shallow	3.6	female	0
2000	Alexandrina	eside	shallow	5.6	female	1
2000	Alexandrina	eside	shallow	5	female	1
2000	Alexandrina	eside	shallow	4.2	female	0
2000	Alexandrina	eside	shallow	4.6	female	1
2000	Alexandrina	eside	shallow	5	female	1
2000	Alexandrina	eside	shallow	4.2	male	1
2000	Alexandrina	eside	shallow	4.5	female	1
2000	Alexandrina	eside	shallow	4.4	female	0
